,publisher,review_type,review_date,title,content_rating,genre,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,review_score,year,country,imdb_plot,imdb_score,imdb_count,review_negative,review_neutral,review_positive,review_compound,consensus_negative,consensus_neutral,consensus_positive,consensus_compound,score
40670,Reeling Reviews,Fresh,2003-09-03,The Company,PG-13,Art House & International,2003-12-25,2012-04-16,112.0,Sony Pictures Classics,Fresh,72.0,134.0,Rotten,49.0,7655.0,75.0,2003,Germany,"Ensemble drama centered around a group of ballet dancers, with a focus on one young dancer who's poised to become a principal performer.",63.0,6162.0,0.0,0.917,0.083,0.4588,0.135,0.703,0.162,0.4118,63.64
41106,Slant Magazine,Rotten,2004-01-12,Torque,PG-13,Action & Adventure,2004-01-16,2011-12-28,81.0,Warner Bros. Pictures,Rotten,23.0,115.0,Rotten,41.0,71114.0,50.0,2004,USA,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,41.0,26801.0,0.134,0.866,0.0,-0.3875,0.121,0.567,0.312,0.4019,36.79
41186,TheMovieChicks.com,Fresh,2003-04-30,The Reckoning,R,Documentary,2004-03-05,2015-07-25,110.0,Paramount Classics,Rotten,39.0,89.0,Rotten,56.0,4744.0,70.0,2004,UK,"Michael Marler, a successful business man in London, is about to make his way to the top. The death of his father brings him - after five years - back to his hometown Liverpool, where he is...",69.0,416.0,0.064,0.881,0.056,-0.055,0.0,1.0,0.0,0.0,53.75
41381,Slant Magazine,Rotten,2004-02-04,The Girl Next Door,R,Comedy,2004-04-09,2015-11-25,108.0,20th Century Fox,Rotten,56.0,160.0,Fresh,69.0,398135.0,50.0,2004,USA,"Stage-and-night club star Jeannie Laird (June Haver) buys her first home, and everyone who is anyone comes to her first garden party only to be blinded by smoke from next door. Jeannie ...",61.0,218.0,0.0,0.899,0.101,0.2023,0.122,0.878,0.0,-0.2023,61.72
41720,Moviehole,Fresh,2003-03-18,Ned Kelly,R,Action & Adventure,2003-03-26,2016-04-19,109.0,Focus Features,Rotten,55.0,58.0,Rotten,53.0,41336.0,70.0,2003,UK,The impoverished son of Irish immigrants is pushed by wrongful police persecution into becoming one of the most notorious bushrangers in Australia's history.,51.0,1087.0,0.0,0.425,0.575,0.9652,0.0,0.744,0.256,0.705,55.05
41792,Slant Magazine,Rotten,2004-03-30,Envy,PG-13,Action & Adventure,2004-04-30,2016-10-04,99.0,DreamWorks SKG,Rotten,8.0,118.0,Rotten,27.0,51428.0,25.0,2004,Australia,A mother tracks down the woman responsible for her home being invaded and her son molested.,54.0,336.0,0.204,0.595,0.201,-0.0194,0.153,0.611,0.236,0.2263,29.65
41964,CinemaBlend,Rotten,2004-03-30,The Punisher,R,Action & Adventure,2004-04-16,2015-12-19,124.0,Lions Gate Films,Rotten,29.0,170.0,Fresh,63.0,268188.0,30.0,2004,Australia,"When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher.",57.0,21320.0,0.255,0.677,0.068,-0.5714,0.481,0.381,0.138,-0.802,50.29
42220,CinemaBlend,Fresh,2004-06-11,The Terminal,PG-13,Comedy,2004-06-18,2014-08-01,128.0,DreamWorks SKG,Fresh,61.0,206.0,Fresh,74.0,408051.0,70.0,2004,USA,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",74.0,396732.0,0.315,0.685,0.0,-0.7845,0.0,0.812,0.188,0.5267,68.9
42375,Slant Magazine,Rotten,2004-04-26,King Arthur,PG-13,Action & Adventure,2004-07-07,2016-08-10,126.0,Buena Vista Pictures,Rotten,31.0,191.0,Rotten,59.0,389979.0,50.0,2004,USA,A demystified take on the tale of King Arthur and the Knights of the Round Table.,63.0,157683.0,0.0,0.839,0.161,0.3182,0.231,0.769,0.0,-0.34,51.31
42508,Shadows on the Wall,Rotten,2005-03-17,Beauty Shop,PG-13,Comedy,2005-03-30,2016-11-27,105.0,MGM/UA,Rotten,38.0,119.0,Fresh,62.0,65160.0,50.0,2005,USA,A determined hairstylist (Queen Latifah) competes with her former boss (Kevin Bacon) after opening her own business in Atlanta.,56.0,16023.0,0.0,0.718,0.282,0.6249,0.139,0.667,0.195,0.2728,52.92
42601,BBC.com,Fresh,2005-03-01,Hostage,R,Drama,2005-03-11,2016-10-01,113.0,Miramax,Rotten,35.0,158.0,Fresh,62.0,212408.0,60.0,2005,Australia,Horrific true tale set in late 1970s Australia and later West Germany about an abused wife who learns in horror that her sadistic German-born husband is actually a fanatical neo-Nazi.,57.0,160.0,0.454,0.363,0.182,-0.6697,0.0,1.0,0.0,0.0,50.32
43073,TheFilmFile.com,Rotten,2005-01-07,Are We There Yet?,PG,Action & Adventure,2005-01-20,2016-01-03,94.0,Sony Pictures,Rotten,12.0,116.0,Rotten,45.0,402083.0,37.5,2005,USA,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",47.0,28859.0,0.131,0.728,0.141,0.0516,0.165,0.684,0.151,-0.101,34.68
43159,Slant Magazine,Rotten,2005-01-25,Hide and Seek,R,Mystery & Suspense,2005-01-28,2015-12-12,100.0,20th Century Fox,Rotten,13.0,158.0,Rotten,50.0,278266.0,12.5,2005,Germany,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend.",60.0,80522.0,0.413,0.587,0.0,-0.829,0.152,0.783,0.064,-0.2823,39.18
43395,Film Freak Central,Rotten,2005-02-24,Cursed,R,Horror,2005-02-25,2016-05-23,97.0,Dimension Films,Rotten,17.0,96.0,Rotten,30.0,55933.0,25.0,2005,Germany,"A werewolf loose in Los Angeles changes the lives of three young adults who, after being mauled by the beast, learn they must kill it in order to avoid becoming werewolves themselves.",50.0,30073.0,0.0,1.0,0.0,0.0,0.0,0.769,0.231,0.4019,33.28
43466,Slant Magazine,Rotten,2005-07-26,Sky High,PG,Action & Adventure,2005-07-29,2015-12-04,100.0,Buena Vista,Fresh,73.0,131.0,Rotten,57.0,203441.0,37.5,2005,USA,A government agent investigates a ring that is smuggling Chinese aliens across the border from Mexico. His investigation takes him to the Grand Canyon. He finds a dazed girl wandering ...,58.0,158.0,0.0,0.717,0.283,0.743,0.0,0.775,0.225,0.4404,61.88
43870,Groucho Reviews,Fresh,2005-04-01,Sahara,PG-13,Action & Adventure,2005-04-08,2014-06-06,124.0,Paramount Pictures,Rotten,38.0,178.0,Rotten,53.0,213587.0,62.5,2005,USA,"After the fall of Tobruk in 1942, during the Allied retreat in the Libyan desert, an American tank picks-up a motley group of survivors but they face advancing Germans and a lack of water.",75.0,7776.0,0.0,0.845,0.155,0.5106,0.315,0.435,0.25,-0.1531,51.29
44390,eFilmCritic.com,Fresh,2004-09-22,Crash,R,Drama,2004-09-10,2015-12-17,112.0,Lions Gate Films,Fresh,74.0,241.0,Fresh,88.0,442331.0,87.5,2004,Canada,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",64.0,50760.0,0.122,0.678,0.2,0.5118,0.204,0.796,0.0,-0.7096,76.99
44742,tonymedley.com,Rotten,2005-06-07,The Honeymooners,PG,Comedy,2005-06-10,2016-08-10,90.0,Paramount Pictures,Rotten,13.0,112.0,Rotten,30.0,9583.0,0.0,2005,Germany,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",33.0,6957.0,0.32,0.68,0.0,-0.765,0.0,1.0,0.0,0.0,31.68
44906,CinemaBlend,Fresh,2005-07-22,Stealth,PG-13,Action & Adventure,2005-07-29,2013-04-24,120.0,Columbia Pictures,Rotten,12.0,141.0,Rotten,40.0,76707.0,50.0,2005,USA,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control before it initiates the next world war.",51.0,51365.0,0.326,0.501,0.173,-0.4141,0.224,0.667,0.109,-0.2263,35.64
45017,Shadows on the Wall,Fresh,2005-06-29,The Skeleton Key,PG-13,Drama,2005-08-12,2015-05-07,104.0,Universal Pictures,Rotten,38.0,154.0,Rotten,58.0,192293.0,60.0,2005,USA,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,65.0,104639.0,0.0,0.411,0.589,0.5106,0.245,0.645,0.11,-0.5509,53.85
45132,Killer Movie Reviews,Fresh,2005-07-30,Red Eye,PG-13,Action & Adventure,2005-08-19,2017-03-18,85.0,Dreamworks,Fresh,79.0,193.0,Fresh,64.0,436252.0,80.0,2005,USA,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",64.0,111273.0,0.156,0.68,0.163,0.0258,0.0,0.723,0.277,0.3818,64.93
45416,Film Threat,Fresh,2005-01-15,Bomb the System,R,Action & Adventure,2003-05-07,2017-03-10,91.0,Palm Pictures,Rotten,32.0,22.0,Fresh,84.0,1303.0,80.0,2003,USA,"A tribute to graffiti art and the city where it all began. Blest, a 19-year-old graffiti writer, has just graduated from high school. With no ambition toward mainstream goals of work and ...",66.0,979.0,0.0,0.466,0.534,0.9601,0.0,1.0,0.0,0.0,57.82
45431,Shadows on the Wall,Fresh,2005-04-29,Hellbent,R,Drama,2005-09-16,2016-04-05,85.0,Regent Releasing,Rotten,48.0,42.0,Rotten,41.0,1915.0,80.0,2005,USA,A bandleader whose career is nosediving makes a deal with the owner of a bar to sell his soul for success.,52.0,151.0,0.229,0.663,0.108,-0.5378,0.0,0.894,0.106,0.2263,49.96
45491,Killer Movie Reviews,Rotten,2005-09-13,Venom,R,Horror,2005-09-16,2016-04-14,86.0,Miramax,Rotten,11.0,63.0,Rotten,21.0,17639.0,0.0,2005,UK,"A Nazi scientist and a woman known as a ""spider goddess"" attempt to develop a nerve gas made from spider venom.",44.0,156.0,0.176,0.824,0.0,-0.4588,0.155,0.845,0.0,-0.6705,47.03
45746,EmanuelLevy.Com,Fresh,2005-09-03,Capote,R,Drama,2005-09-30,2016-11-30,115.0,Sony Pictures Classics,Fresh,90.0,196.0,Fresh,82.0,115946.0,91.0,2005,USA,"In 1959,",73.0,123349.0,0.076,0.865,0.059,-0.1779,0.0,0.906,0.094,0.2648,82.65
45887,AboutFilm.com,Fresh,2005-09-12,Nine Lives,R,Drama,2005-10-14,2012-04-16,112.0,Magnolia Pictures,Fresh,75.0,85.0,Fresh,67.0,21722.0,83.0,2005,USA,"One person's life leads to another in this web of tales about drugs, sex, gay life, aging and being HIV+. Each is played out in a series of steamy, telling monologues.",53.0,362.0,0.0,1.0,0.0,0.0,0.0,0.829,0.171,0.5106,52.44
46070,ComingSoon.net,Rotten,2005-10-20,Kids in America,PG-13,Comedy,2005-10-21,2010-02-02,89.0,Slow Hand Releasing,Rotten,17.0,36.0,Fresh,65.0,7429.0,30.0,2005,USA,A diverse group of high school students band together to peacefully stick it to their overbearing principal.,57.0,2596.0,0.125,0.569,0.306,0.6249,0.265,0.522,0.213,-0.1027,46.16
46092,Modern Fabulousity,Fresh,2005-11-13,Rent,PG-13,Comedy,2005-11-23,2012-04-16,135.0,Sony Pictures,Rotten,46.0,175.0,Fresh,83.0,341098.0,100.0,2005,USA,"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America.",69.0,48187.0,0.0,0.879,0.121,0.4404,0.234,0.686,0.08,-0.7992,65.73
46226,Slant Magazine,Rotten,2005-10-28,Jarhead,R,Drama,2005-11-04,2015-12-01,123.0,Universal Pictures,Fresh,61.0,200.0,Fresh,68.0,392834.0,37.5,2005,USA,A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,70.0,173187.0,0.0,0.804,0.196,0.5267,0.11,0.805,0.085,-0.1406,67.17
46372,EmanuelLevy.Com,Fresh,2005-11-30,The New World,PG-13,Action & Adventure,2005-01-13,2013-03-18,149.0,New Line Cinema,Fresh,63.0,188.0,Rotten,58.0,148107.0,75.0,2005,USA,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.",67.0,81800.0,0.0,0.818,0.182,0.7184,0.185,0.669,0.146,-0.296,64.85
46511,Shadows on the Wall,Fresh,2005-08-26,Pride and Prejudice,PG,Comedy,2005-11-11,2014-02-12,128.0,Focus Features,Fresh,86.0,180.0,Fresh,89.0,459456.0,80.0,2005,USA,"Jane Austen's classic is transplanted to modern-day Utah. While her college roommates search for love, aspiring writer Elizabeth Bennet focuses on her career but constantly finds herself fighting haughty businessman Will Darcy.",51.0,2404.0,0.0,1.0,0.0,0.0,0.0,0.624,0.376,0.8765,76.45
46654,Zap2it.com,Rotten,2005-12-22,The Ringer,PG-13,Comedy,2005-12-23,2015-12-12,94.0,Fox Searchlight Pictures,Rotten,40.0,89.0,Fresh,68.0,398166.0,50.0,2005,UK,A criminal master of disguise nicknamed The Ringer is out for deadly revenge against a treacherous London lawyer who is under police protection.,63.0,171.0,0.0,0.625,0.375,0.9153,0.117,0.755,0.129,0.0701,55.4
46778,Slant Magazine,Fresh,2005-08-29,Breakfast on Pluto,R,Comedy,2005-11-16,2012-09-25,135.0,Sony Pictures Classics,Rotten,57.0,122.0,Fresh,80.0,85995.0,62.5,2005,Ireland,"In the 1970s, a young trans woman, Patrick ""Kitten"" Braden, comes of age by leaving her Irish town for London, in part to look for her mother and in part because her gender identity is beyond the town's understanding.",72.0,20686.0,0.147,0.641,0.212,0.25,0.0,1.0,0.0,0.0,68.35
46866,Internet Reviews,Rotten,2006-02-07,Curious George,G,Animation,2006-02-10,2016-04-19,87.0,Universal Pictures,Fresh,70.0,107.0,Fresh,69.0,257365.0,37.5,2006,USA,"The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him.",65.0,15234.0,0.172,0.828,0.0,-0.4019,0.0,0.327,0.673,0.9246,66.83
46955,Entertainment Weekly,Rotten,2006-01-25,Big Momma's House 2,PG-13,Comedy,2006-01-27,2015-12-11,99.0,20th Century Fox,Rotten,5.0,73.0,Rotten,58.0,564749.0,57.99999999999999,2006,USA,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,47.0,39973.0,0.0,0.519,0.481,0.5719,0.0,0.802,0.198,0.5719,35.39
47007,Mark Reviews Movies,Rotten,2006-01-09,Glory Road,PG,Drama,2006-01-13,2015-12-23,117.0,Buena Vista,Rotten,55.0,152.0,Fresh,81.0,338682.0,50.0,2006,USA,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",72.0,42333.0,0.0,0.58,0.42,0.8275,0.0,0.625,0.375,0.8402,67.1
47128,FilmFocus,Fresh,2006-02-06,Date Movie,PG-13,Comedy,2006-02-17,2015-12-09,82.0,20th Century Fox,Rotten,7.0,90.0,Rotten,35.0,513845.0,60.0,2006,USA,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",28.0,56608.0,0.044,0.879,0.077,0.2263,0.156,0.763,0.08,-0.25,23.94
47199,EmanuelLevy.Com,Fresh,2005-10-19,Casanova,R,Comedy,2005-12-25,2017-01-01,111.0,Buena Vista Pictures,Rotten,43.0,134.0,Rotten,58.0,190580.0,83.0,2005,France,"A flamboyant portrait of the famous seducer seen by a former baritone of the Moscow Opera who, after a vocal accident, leaves for Germany and then France to devote himself to cinema.",68.0,171.0,0.09,0.641,0.268,0.7269,0.0,1.0,0.0,0.0,56.61
47399,Slant Magazine,Rotten,2006-02-10,Doogal,G,Animation,2006-02-24,2017-03-23,76.0,Weinstein Company,Rotten,8.0,49.0,Rotten,22.0,91463.0,37.5,2006,USA,"This is the story of Doogal (Daniel Tay), an adorable candy-loving mutt who goes on a mission to save the world. Doogal must prevent the evil sorcerer Zeebad (Jon Stewart) from freezing the...",28.0,4533.0,0.0,1.0,0.0,0.0,0.0,0.89,0.11,0.3291,22.15
47438,"Metro Weekly (Washington, DC)",Rotten,2005-10-20,Adam & Steve,R,Comedy,2005-04-24,2017-03-13,99.0,TLA Releasing,Rotten,55.0,38.0,Rotten,56.0,22981.0,30.0,2005,USA,Follows two New York city couples -- one heterosexual and one gay who explore the peaks and the valleys of their respective relationships.,59.0,2953.0,0.471,0.529,0.0,-0.7906,0.068,0.38,0.553,0.91,56.21
47466,Film Threat,Fresh,2005-02-01,On a Clear Day,PG-13,Comedy,2006-04-07,2014-02-12,92.0,Focus Features,Fresh,68.0,68.0,Fresh,72.0,12458.0,80.0,2006,UK,Frank determines to salvage his self-esteem and tackle his demons by attempting the ultimate test of endurance - swimming the English Channel.,69.0,3094.0,0.0,1.0,0.0,0.0,0.0,0.565,0.435,0.9274,67.88
47516,Reel Film Reviews,Fresh,2004-09-25,Clean,R,Art House & International,2005-03-18,2017-02-15,111.0,Palm,Fresh,73.0,66.0,Fresh,66.0,14607.0,62.5,2005,France,"After she ends up in prison and loses custody of her son, a woman struggles to assimilate outside her former life and remain clean long enough to regain custody of her son.",68.0,4423.0,0.164,0.622,0.213,0.0249,0.0,0.769,0.231,0.6369,67.86
47604,Cinema Signals,Fresh,2006-02-02,London,R,Drama,2006-02-10,2014-01-06,90.0,Samuel Goldwyn Films,Rotten,14.0,36.0,Fresh,60.0,89220.0,70.0,2006,UK,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,65.0,21913.0,0.118,0.57,0.311,0.6597,0.17,0.752,0.078,-0.4218,43.71
47632,Toronto Star,Fresh,2005-09-24,Little Fish,R,Drama,2006-02-24,2017-05-22,113.0,First Look Pictures,Fresh,90.0,30.0,Rotten,57.0,80001.0,62.5,2006,Australia,"Set in the Little Saigon district outside of Sydney, a woman (Blanchett) trying to escape her past becomes embroiled in a drug deal.",62.0,8266.0,0.067,0.933,0.0,-0.3182,0.0,0.75,0.25,0.7906,69.42
47652,Movie Eye,Rotten,2006-05-19,See No Evil,R,Horror,2006-05-19,2015-12-06,84.0,Lionsgate Films,Rotten,9.0,58.0,Rotten,50.0,116591.0,37.5,2006,UK,A young blind woman is pursued by a maniac while staying with family in their country manor.,67.0,2793.0,0.247,0.637,0.116,-0.5106,0.356,0.644,0.0,-0.8555,36.01
47752,EmanuelLevy.Com,Rotten,2006-05-25,Marie Antoinette,PG-13,Documentary,2006-10-20,2013-05-03,123.0,Sony Pictures,Rotten,57.0,215.0,Rotten,56.0,262497.0,50.0,2006,USA,"The tragic life of Marie Antoinette, who became queen of France in her late teens.",74.0,2641.0,0.083,0.757,0.16,0.5499,0.114,0.763,0.123,-0.1779,61.54
48056,Film Threat,Fresh,2006-01-24,Sleeping Dogs Lie,R,Comedy,2006-10-20,2017-05-22,89.0,Samuel Goldwyn Films,Fresh,64.0,53.0,Rotten,41.0,4935.0,70.0,2006,no country listed,A jealous wife kidnaps her cheating husband and his young secretary and holds them hostage in an isolated house in the desert; but divorce is the furthest thing from her mind.,31.0,109.0,0.07,0.815,0.115,0.2263,0.0,1.0,0.0,0.0,49.82
48095,EricDSnider.com,Rotten,2006-04-16,The Oh in Ohio,R,Comedy,2006-07-14,2017-06-12,88.0,Cyan Pictures,Rotten,23.0,70.0,Rotten,35.0,18831.0,57.99999999999999,2006,USA,Priscilla Chase is a woman who has never had an orgasm.,55.0,5975.0,0.0,0.662,0.338,0.8479,0.098,0.902,0.0,-0.2924,40.52
48151,Film Threat,Fresh,2005-09-24,Christmas in the Clouds,PG,Comedy,2005-11-04,2016-11-18,94.0,Slowhand Cinema,Fresh,69.0,35.0,Fresh,64.0,2790.0,60.0,2005,USA,"During the holidays at a ski resort in Utah run by a Native American tribe, the overworked manager and a widowed woman from the big city overcome mistaken identities and intrusive guests in their pursuit of romance.",64.0,698.0,0.057,0.831,0.112,0.3553,0.0,0.605,0.395,0.8779,64.58
48178,EmanuelLevy.Com,Fresh,2006-10-21,The Hoax,R,Comedy,2007-04-06,2016-10-12,115.0,Miramax Films,Fresh,86.0,154.0,Rotten,58.0,30706.0,67.0,2007,USA,"In what would cause a fantastic media frenzy,",67.0,15915.0,0.113,0.786,0.101,0.1263,0.088,0.626,0.286,0.6969,71.27
48292,Boxoffice Magazine,Fresh,2006-09-14,For Your Consideration,PG-13,Comedy,2006-11-17,2010-01-01,86.0,Warner Independent Pictures,Rotten,52.0,161.0,Rotten,43.0,19794.0,60.0,2006,USA,"Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",63.0,13745.0,0.0,0.717,0.283,0.7579,0.0,0.929,0.071,0.25,55.16
